Job Title,Key Skills
recruitment executive,recruitment| recruitment executive| hr recruiter
associate/senior associate -,communication skills| csr| customer support executive| customer support officer| technical support officer| international voice process| customer support
head/vp/gm/national manager,liability products| sales| profitability| insurance broking| client retention
construction,fabrication| design engineering| aisc| manual| staad pro| petrochemical
it/technical content developer,web promotion| team leading| social media marketing| link building| sem| social networking| seo| team building
software developer,java| angularjs| spring boot| hibernate| spring framework| jquery
client relationship manager,operations management| client relationship management| new business| problem solving| senior executive| security| resolution
training manager,user interface designing| creative| html5| tool design| web designer| web designing| sound| photoshop| image| business executive
project manager,it project management| pmp| data center management| quality management| xml| tcp| ip| sql
financial analyst,financial services| invoice processing| monitoring| analytical| investment management| fund administration| emea| management| hedge funds| excel
sales/business development manager,insurance sales| sales| life insurance sales| selling| business management
sales executive/officer,business development| marketing
technical architect,technical architect| solution architect| javascript| web services| servicenow| web technologies| communication skills| team handling| time management
sales/business development manager,insurance| health insurance| business development manager| agent recruitment| business development| sales| sales executive| banking| sales manager| insurance sales| sales development manager| agency manager| field work| finance
business analyst,accounting| finance| functional analyst
associate/senior associate -,bpo| technical assistant| customer service| semi voice| international voice| it| kpo| voice process| ios| helpdesk| customer support| apple| technical support| hindi| desktop support| laptop support
software developer,java|spring boot|j2ee|microservices|aws|cloud
sales/business development manager,sales management| budgeting
purchase executive,printing| purchase executive| purchase coordinator| costing| packaging| sourcing executive| computer proficiency| monitoring
icwa,icwa inter| costing
front office/guest relations executive/manager,front office management| guest relations| reception| hotel management| reservation| fidelio| opera| revenue management| guest satisfaction| report preparation
regional manager,automation| building automation| project sales| building material
associate/senior associate -,visual basic| mysql| data analyst| kpo| business objects| oracle| business intelligence| macros| analytics| sql
audit manager,provision| accounting| business finance| expenses| mis| general ledger| budgeting| accounts payable| cash flow| auditing
recruitment executive,it recruitment| it skills| communication skills| sourcing| screening| recruitment| talent acquisition
sales executive/officer,relationship| interpersonal skills| application| negotiation| target| presentable| technical| business executive| supervision| writing
software developer,html| javascript| css| mysql| java| dao| spring security| spring boot| mongodb| postgresql
program manager,delivery management| english language| support| project management| portfolio| language skills| business executive| cost| monitoring
software developer,hibernate| core java| rest| multithreading| struts| spring| collections| soap
associate/senior associate -,customer service| help desk| information| telephony support| customer relationship| access controls| vendor management| asset management
software developer,computer science| cocoa touch| ux| user interface designing| illustrator| sdk| photoshop| information technology| facebook| android
head/vp/gm/national manager,healthcare| corporate
software developer,xml|xslt|debugging|billing|auditing|business process|outsourcing|operations|underwriting|claims
area sales manager,area sales manager| territory sales manager| channel manager| territory sales executive| territory sales officer| channel sales
lecturer/professor,teaching| lecturer| professor| trainer| teachers| hods for different academic departments applied science department| maths.
software developer,spring|core java|java|j2ee|spring boot|hibernate
graphic/web designer,photoshop| illustrator| corel draw| graphic designing| sketching| design| web technologies| web designing| sketch
head/vp/gm,factory management| production| quality control
system administrator,php| unix| linux| perl| windows| vb| aix| vista| script writing| sharepoint
chartered accountant,auditing| chartered accountant| internal audit
counselor,telecalling| back office
technical architect,medical devices| system engineering| embedded systems| pharma| consulting| healthcare| cxo| rfp| sdlc| customer interaction
infrastructure & technology manager,change management|project management|scope|service delivery|itsm|process improvement|itil|it management|it infrastructure|operations management
head/vp/gm,management accounting| finance| us gaap| ifrs| taxation| reporting| variance analysis| financial management| chartered accountant
sales executive/officer,crm| b2c sales| web tools| training| business executive| lead generation| research
system administrator,citrix| vmware| netscaler| windows server| scom| xenapp| active directory| xendesktop| active directory services| directory services| hyper v| sccm
associate/senior associate -,bpo| kpo| back office| non voice| customer service| customer care| voice| international bpo| voice process| voice support| technical support| cbse| icse| isc| st.| us| uk| international call center| customer support representative| cse| csr
hr manager,erp| succession planning| mis| reports| talent management| human resources| hr policies| recruitment| talent acquisition
software developer,pl sql|pl sql|pl sql|plsql
software developer,java|aem|workflow|aem programmer|aem software developer|aem developer
project manager,assembly language| website| c| html| ajax| javascript| jquery| sql| xhtml| six sigma| pmp| xml| linux| project manager| .net| oracle| python
class teacher / classroom coordinator,pre primary teacher| education
software developer,business objects| unit testing| computer science| dso| it advisory| sap lumira| backend| sap hana| sap bo
international marketing manager,international marketing| international business development| middle east| us| b2b marketing| uk
head/vp/gm,marketing| fmcg marketing| brand management| marketing head| sales promotion| advertising| btl| atl
software developer,html| javascript| php| server| database design| mca| it| troubleshooting| research| recruitment| database| jquery| application| coding| web| mysql| design| developer| msc| ajax| applications| deployment| magento
system administrator,installation| hardware networking| it helpdesk| desktop support| exchange server| ms exchange| dns| windows troubleshooting| active directory| dhcp
audit manager,business accounting| customer service| auditing
sales executive/officer,corporate sales| b2b| casa| banking| sme sales
technical architect,c| python| six sigma| pmp| .net| html| javascript| sql| oracle| assembly language| real time operating systems
associate/senior associate -,kpo| customer support| international bpo| customer service| interpersonal skills| night shift| bpo| customer service representative| cce| ites| web chat| non voice process| e mail| e commerce| bpo fresher| customer care| voice support
sales/business development manager,bde| bdm| business development executive| business development| business development management
web designer,graphic designing| div| logo| wordpress| joomla| drupal| magento| web designing| create| sites
hr executive,recruitment| hiring| hr| employee engagement
associate/senior associate -,customer service associate| customer service executive| customer support executive| customer service representative| us healthcare| ar caller
software developer,jsp| java| xml| c| oracle| crystal reports| microsoft| odc| informix| .net| developer| ejb| asp
data analyst,presentation skills| business solutions| process automation| customer experience| excel powerpoint| business operations| advanced excel| strong analytical skills
software developer,ios developer| c| python| six sigma| pmp| .net| html| sql| oracle| assembly language| real time operating systems| website| linux| xml| javascript| ajax| xhtml| jquery
accounts executive/accountant,administration| accounts executive| accountant| accounting| service tax| vat| admin executive| tally
sales/business development manager,presentation skills| service industry| bd| sales| promotions| continuous improvement| b2b sales| business development management| market intelligence| it management| marketing
technical architect,intranet| consulting| corporate| architecting| document management| sharepoint| solution architect
service/maintenance engineer,design| qc| process compliance| continuous improvement| ems| smt| manufacturing process| pcb
sales executive/officer,cold calling| solution design| payroll| target achievement| software sales| service| management| business executive| sales support| verbal
business analyst,analytical| corporate finance| graphics| powerpoint| industry research| financial statements| practice management| capital iq| financial due diligence| tas
software developer,unix|ihs|websphere application server|websphere administration|linux|tam|actuate|cognos|tivoli workload scheduler|tivoli access manager
software developer,drupal| css| open source| opencart| wordpress| mysql| javascript| php| html
recruitment executive,us it recruiter| it recruitment| technical recruiter| us staffing| us technical recruiter| fresher| recruitment
regional manager,sales| marketing management| product training| regional management| process training| asm| rsm| marketing
associate/senior associate -,customer service| outbound calling| uk process| us shift| inbound| spoken english| international call center| international bpo| voice process| fluent| uk shift
medical officer,accounts receivable| ar calling| us healthcare| rcm| ar caller| crm
software developer,java|software engineering|unit testing|technical design|test scenarios|dojo|unix scripting|ant script|java script|jsp|servlets|html|css
civil engineer,water treatment plant
recruitment executive,hr recruiter| back office| customer service| hr| dayshift| office administration| talent acquisition| human resource| fresher| online sales| recruitment| outbound| telecalling| social media marketing| non it recruitment
marketing manager,customer profiling| market research| sales executive| marketing executive| distributors| sales strategy| business development
special education teacher,teacher| special educators| teaching| sen
sales executive/officer,copyright| english| direct marketing| spreadsheets| business development manager| sms| database| business development executive| ms office| financial services
technical support engineer,tcp| technical leadership| firewall| smtp| tam| architecture| http| account management| silicon| mpls
outside consultant,hr policies| employment law
production manager,dispatch| store management
hr manager,payroll management|employee engagement|hr|hr operations|payroll software|talent acquisition
system analyst,c| .net| python| assembly language| javascript| html| oracle| sql
client servicing executive,digital marketing| marketing strategy| marketing communication| marketing analysis| client servicing| marketing initiatives
system administrator,application integration| interpersonal skills| pharma| problem management| incident management| life sciences| informatica| information technology| monitoring| crm
corporate planning/strategy manager,business development|hr solutions|business strategy|talent development|resource management|business leadership|business advisory|consulting|relationship management|change management
team lead/technical lead,architects|leads|cake|php|zend|laravel|codeigniter
software developer,angularjs| css| html5| mvc framework| javascript| bootstrap| visual design
sales/business development manager,bd| modular kitchen| business development| sales
fresher,freelance| part time| freshers| business development executive| business development| marketing| sales & marketing
correspondent/assistant editor/associate editor,editorial| grammar| copywriting| internal communications| formatting
graphic designer,creative designing| illustrator| infographics| dreamweaver| user interface designing| photoshop| graphic designing| fine arts| indesign| sketching
software developer,ooad| data structures| design patterns| software development| software engineering| .net| life cycle| solid| sql| nosql| c#.net| csharp| c#| sql server| mongodb| linux| mac os
technical lead/project lead,emi|microcontroller|analog design|hardware engineering|digital design|emc|mixed signal|circuit design
software developer,"asp.net|"" ; dot net"" ;|c#.net|"" ; .net"" ;|"" ; .net framework"""
software developer,java| j2ee| hibernate| spring| web services| angularjs| soap| aws| docker
software developer,azure| python| big data| tableau| pig| hive| r| nosql| scala| spark| qlikview| aws
software developer,sql|javascript|html|hibernate|jquery|business process|outsourcing|test driven development|software development life cycle|operations
front office/guest relations executive/manager,guest relation executive
software developer,printing| hibernate| min| corporate| j2ee| business executive
fresher,clc|load and trim
associate/senior associate -,erp|service industry|international bpo|excel|collections|international voice|accounts receivable|ms office
software developer,php| javascript| xml| mysql| networking| soa| data structures| mvc| coding| recruitment
associate/senior associate -,german language| german
recruitment executive,talent acquisition| us it recruitment| technical recruiter| it staffing| us it staffing| tech recruiter
mechanical engineer,ventilation| air conditioning| hvac| heating| solution development| cost estimation
associate/senior associate -,business development| telesales| tele sales executive| b2b| b2c| lead generation| sales| upselling
software developer,c#| sql server development| us healthcare| asp .net| ssrs| vb| sql server| implementation| healthcare| sql| sql dba| t sql| testing
team lead/technical lead,asic| debugging| system verilog| rtl design| timing closure| architecture| rtl coding| logic design
trainee,cnc milling| vmc operator| vmc| vmc programming
bio,sas| statistics| statistician| statistical programming| sas programmer
technical writer,french| ites| catering| robohelp| san| c| cook| document management| business intelligence| content development
branch marketing manager,communication skills| marketing| btl activities| marketing executive| lead generation
training manager,mis| reports| talent management| human resources| hr policies| recruitment| talent acquisition
taxationmanager,customs|imports|project cargo|bulk cargo
factory head,team handling| fabrication| welding| steel plant| steel| metal| fabrication engineer| welding engineer
area / territory manager,sales| relationship building| business development| territory management
fresher,production| quality
network administrator,configuring| os installation| l1| network support| installation| desktop support| troubleshooting| networking| lan setup| ms outlook| windows
sales executive/officer,sales executive| copyright| business executive
outside technical consultant,oracle application framework| oracle apps technical| xml publisher| plsql| oracle e business suite| oaf| procurement| scm| oracle reports| inventory| om| oracle workflow| po
data analyst,excel| social media| data analysis
lecturer/professor,teaching| educator| counselor| mentor| trainer| advisor
outside technical consultant,r12| oracle apps technical
software developer,rds| oracle dba| oracle apps dba| database administration| sql| indexes
software developer,asp.net| mvc| web development| web technologies| dot net developer| asp.net mvc| asp.net developer
research scientist,mammalian cell culture|strong communication skills|elisa|cell biology
testing engineer,manual testing| test scenarios| test cases| test engineering| istqb| bug tracking| life insurance| general insurance| health insurance
maintenance engineer,ms sql| oracle sql| linux| written communication| shell scripting| nagios| build| etl| production support| monitoring tools
regional sales manager,sales| baby care| coffee| general trade| modern trade| b2b| corporate sales
hr executive,recruitment| sap| networking| labour| oracle| forecasting| social media| web ui
software developer,java| j2ee| spring boot| webservices| multithreading| jms| continuous integration| maven| performance tuning| pl sql
head/vp/gm/national manager,sales| b2b sales| sales operations| fmcg sales| ecommerce| regional sales| business development operations| business management| startup| operations management| people management| go getter| system implementation
reservations executive,amadeus| visa| customer relation executive| english| email| international ticketing| customer service representative| hotel contracting| business executive| domestic
4th engineer,data analysis| data collection| project management
sales/business development manager,crm| account management| subject matter expert| networking| rfp| cross selling| airlines| mice| forex| tours
financial analyst,financial analysis| audit| data analysis| data processing| auditing| accounting| statistical analysis| accounts
head/vp/gm,chartered accountant| charted accountant| ca
sales executive/officer,business loan| auto loans| personal loans| auto loan| banking products| financial services| home loan| team leading| housing loan| commercial vehicle| lap| housing finance| commercial vehicle loan
medical officer,medical officer| consultant| resident| critical care| hospital| medicine| icu
logistics executive,lead generation| management skills| seo analysis
customer support engineer/technician,application engineering| rf| compliance| product sales| presales| sales process| technical support| electronics engineering| account planning| sales account
system security,api| webservices| aws| azure| openstack| mqtt| zigbee| hadoop| information security
accounts executive/accountant,general accounting| finance| ms office word| tally| excel powerpoint| mcom| indian accounting| ca| petty cash| accounting standards
technical architect,cd| nexus| confluence| maven| ci| chef| svn| docker| ansible| puppet| git| devops| cloud| jenkins| rally| jira
associate/senior associate -,bpo| international calling| international bpo| email process| outbound process| call center| kpo| inbound| web process| customer support| chat process| voice process| international call center| customer care executive
sales executive/officer,retail sales| sales executive activities| retail store operations| sales executive| retail sales executive
marketing manager,social media marketing| recruitment executive| web technologies| smo| online marketing| social media| digital campaigns| brand awareness| seo
head/vp/gm/ mgr,ppc| performance improvement| google adwords| digital marketing| sem| e commerce
sales/business development manager,insurance| pharma sales| auto sales| business development| financial services| corporate sales| sales| banking| marketing| fresher| marketing executive| automobile sales| travel industry| marketing manager| sales insurance| fmcg
trainee,imds| chemical engineering| automobile| automotive| engineering| quality assurance| fresher
accounts manager,audits| statutory compliance| statutory reports| auditing| working capital| accounting| budgeting| ifrs| account finalization| icwa| mis| treasury| accounts| cashflow| ca| finance
head/vp/gm,technical architect| project management| web architect| php| lamp| cto
software developer,coding| wordpress| mvc
technical architect,technical architect| css| front end| cloud| javascript| agile| html
software developer,analytical skills| c#| application support| development| technical| analytical| software| project management| programming| mca| management| tools| robotics| technical documentation| process automation| automation| ui| application| .net| developer
head/vp/gm/national manager,market research| customer profiling| sales executive| marketing executive| distributors| business development| sales strategy
software developer,c#| software development| software engineering| design patterns| sqlserver| mysql| rdms
operations manager,upselling| debt collection| credit collection| inbound| collection executive| collections| outbound| collections process
software developer,finance| essbase| hyperion planning| financial reporting| general ledger| financial operations| continuous improvement| writing skills| sap bpc| sap security
ent specialist,cmo| resident medical officer
construction,civil| building construction| client satisfaction| management
team lead/technical lead,windows| android| crm| siebel| technical support| blackberry| vmware| workflow| remedy| content management
software developer,jquery| email| soa| wcf| mvc| stored procedures| wpf| business executive| object oriented programming| notes
quality assurance/quality control manager,supply chain| management systems| project management| strategic planning| supplier quality management| black belt| team building| performance improvement| six sigma| quality management
client relationship manager,customer satisfaction| transport supervisor
cabin crew,cabin crew| air hostess| aviation| airlines| airways| fresher
credit/control executive,accounting| billing| forecasting| accounts receivable| counselling| monitoring
sales/business development manager,lead generation
software developer,banking software| test cases| solution architecture| agile development| customer experience| unit testing| object oriented programming| core banking| use cases| integration testing
associate/senior associate -,customer care| voice| chat| backend| non voice| customer service| customer service executive
software developer,automation| oracle database| web services| c| testing| python| six sigma| pmp| .net| html| javascript| sql| oracle| assembly language| real time operating systems
software developer,javascript| java| jsp| spring framework| jquery| mysql| ms sql| java servlets
system security,security analysis| networking protocols| program management| oscp| ceh| network security| system administration| management skills| strong communication skills
software developer,c#| asp.net| .net| mca| sql
testing engineer,sap hana|fico|business advisory|testing|istqb
sales/business development manager,website marketing| bde| bdm| business development| linkedin| website sales| it marketing| international business development| software sales| it sales
team lead/technical lead,project management| project delivery| manager technology| management| testing
general practitioner,pulmonology| professor| professor activities| associate professor
associate/senior associate -,voice process| lead generation| database| packaging| business development executive| telemarketing| advertising
dba,sql server|big data|data modeling|performance tuning|project delivery
marketing manager,digital marketing| sms| data management| stakeholder management| seo analysis| lead management| b2b| sales| b2c| management
team lead/technical lead,recruitment| auditing| linux| unix| change management| solaris| san| emc| capacity management| operating systems
software developer,dft| shell scripting| verification| jtag| simulation| atpg| specification| tools| analog| drc| design| rtl coding| support
administration services/medical facilities,biomedical engineer
team lead/technical lead,java| oracle sql| spring boot| spring| microservices| rabbitmq| rest| nosql| junit| gradle| aws| web services
content developer,content development|web content|content writing|web content developer|content strategy|content|editing|proof reading
head/vp/gm,hr generalist activities| training and development| joining formalities| human resource management| hr audit| hr operations| recruitment| onboarding| talent management| hr generalist| hr assistant| performance management
client servicing/key account manager,automotive| business planning| billing| analytics| monitoring| fleet management| infrastructure| sales lead| retail
system administrator,windows
associate/senior associate -,outbound| technical support| night shift| target| process| technical| inbound calls| service| business executive| comp
debt analyst,loan origination|us mortgage|team leading|people management|communication skills
formulation scientist,protein formulation development|liquid|large molecule formulations|technology transfer|doe|lyophilized|scale up|downstream
hr manager,talent management| talent development| organization development
sales/business development manager,sales management| freight forwarding| business development
head/vp/gm,ca| manager accounts
it/technical content developer,copy writing| content writing| technical writing
hr executive,profession tax| professional tax| hr| pf| esi| gratuity| tds| bonus| auditing| payroll
nurse,nursing| gnm| icu| bsc nursing
recruitment executive,recruitment| talent acquisition| it recruitment| it recruiter| technical hiring
design engineer,smart plant review| piping design| line list| mechanical engineering| project execution| project design| hydraulic calculations| power generation| software design| data sheets
recruitment manager,recruitment| talent acquisition| ms office| financial services| wordpress| nbfc| business process| process orientation| loans| banking
lab technician/medical technician/lab staff,measurement techniques|image editing|sem images|business process|written communication|technician activities|image processing|image measurement|metrology|data collection|communication skills
software developer,ui development| css| web technologies| agile| javascript| asp.net| html| jquery mobile| mobile applications| bootstrap
client relationship manager,revenue generation| relationship management| hni client handling| wealth management| mutual funds| financial planning| general insurance| cross selling| life insurance
testing engineer,web application testing| data migration| white box testing| test case execution| selenium testing| automation tools| query| javascript| performance testing| white box
head/vp/gm/national manager,civil| operations manager| road construction| senior management| construction engineering| flex| management| civil engineering
transitions/migrations manager,chain| communication management| rfi| transition| ites| sales process| risk management| rfp| client management
sales executive/officer,time management| marketing| marketing| relationship management| sales
software developer,communication skills| documentation tools
hr executive,back office executive| payroll processing| front office| backend| management| sms| executive search| recruitment
software developer,sql| automation| python| application development| active directory| information technology| cloud computing| ssl| it services| css3
software developer,coding| xml| html| xslt| windows| mvc| unit testing| ssis| microsoft| sql
project manager,project | coordinator. | project | managers | monitoring | the | subcontractor | billing | vs. | client | billing.
assistant professor,counselor| mentor| trainer| lecturer| teaching
telecalling/telemarketing executive,data entry operation| non voice| data entry| non voice process| voice process| domestic| international bpo| backend| back office| computer operator| data entry operator| typing| fresher| call center| inbound| voice
sales/business development manager,sales manager| marketing manager| business development| bdm| business development manager| sales development manager
sales executive/officer,problem solving| customer satisfaction| client meeting| closing| sales executive activities
software developer,front end| aws
technical architect,technical architect| angularjs| mean stack| javascript| technical manager| node.js| react.js
teacher/ private tutor,teaching| sec
software developer,spring| css| java| web services| html| hibernate| angularjs| aws| javascript
sales / bd manager,sales| selling| cloud sales| channel management
software developer,css3| html5| bootstrap| less
taxationmanager,client handling| fema| international tax| team handling| business development| tax compliance| transfer pricing
testing engineer,automation testing| automation tools| performance engineering| open source| quality engineering
assistant professor,counselor| teaching| mentor| trainer| advisor
software developer,kernels| linux kernels| ufs| device drivers| virtualization
accounts executive/accountant,fixed assets|bba|accounts receivable|order to cash|accounts payable|journal entries|ptp|general ledger|reconciliation|cash applications|p2p|intercompany accounting|bcom|month end reporting|finance|otc
software developer,automation| production support| python| process automation| mining| analytical| artificial intelligence| control m| rfp| infrastructure services
chartered accountant,nav calculation| fund accounting| financial statements| automation| corporate actions| analytical| reconciliation| standard operating procedures| subject matter expert| net asset value
sales/business development manager,sales management| senior management| b2b sales| organization skills| new business| networking skills| presentation skills| financial services| banking
sales executive/officer,market research| customer profiling| sales executive| marketing executive| distributors| business development| sales strategyretail sales| retail sales
system administrator,pega prpc certified professional|pega rules process commander|pega certified professional|pega developer|pega|pega prpc
software developer,hospitality| email| chemical engineering| technical| check| service| healthcare| troubleshooting| operations| auditing
software developer,assembly language| server| c| technical| analytical| senior software engineer| ado.net| html| sql| database| javascript| design| asp.net| .net| .net| mvc| oracle| net| programming| python| c#| testing| specification| it| sql| six sigma| pmp| .net
telesales/telemarketing executive/officer,bpo| fabrication| tpa| consulting| emp| m&a| ites| refrigeration| financial services
software developer,linux| mysql| ajax| development| developing| json| apache| tools| javascript| css3| sql| plsql| jquery| ui| application| web| optimization| agile| php| mvc| test cases| programming| applications| magento
software developer,development| it| sales| software| applications
head/vp/gm,marketing executive| distributors| customer profiling| sales strategy| market research| business development| sales executive| fraud analytics
hr manager,payroll processing| salary processing| recruitment| corporate hr
head/vp/gm/national manager,market research| customer profiling| sales executive| marketing executive| distributors| business development| sales strategy
sales executive/officer,general trade| beverage| sales
database architect/designer,alerts| interfaces| hcm| workflow| oaf| oracle apps technical| sshr| reporting
software developer,performance tuning| android sdk| open source| technical| oops| android| mobile| mobile applications| business executive| quality| cloud| side| backend| java| user interface designing| ui| application| optimization| focus| design| developer| soap| applications
associate/senior associate -,bca| voice process| international bpo| networking| configuration| voice support| broadband| customer service| outbound process| technical support executive| b.tech| customer support
fresher,electrician| electrical technician| fitter| iti
software developer,hibernate| java| spring boot| j2ee| spring mvc| mockito| junit| svn| oracle database| mysql
system security,information security| cyber security| encryption| investment banking| implementation| cryptography
sales/business development manager,content marketing| content manager| laptop| publishing| seo| ms office| email marketing| social media| english| san
software developer,android| swift| ios
software developer,big data| hadoop| spark| cassandra| mongodb| java| c#| data management| cloud
software developer,node.js| mongodb
software developer,application development|business process|ibm varicent|microsoft sql server|sql|sql server
software developer,communication skills| css| mean stack| javascript| html| jquery| client interaction
assistant manager/manager -,bpo voice| voice process| domestic process| outbound sales| operations management| staff retention| mis reporting| problem resolution| insurance sales| performance appraisal
"manufacturers and exporters of micro nutrients, organic manure, bio",sales|promotions|advertising
associate/senior associate -,chat|web chat|chat process
associate/senior associate -,english| antivirus| technical support| process| technical support executive| inbound calls| inbound voice process| us shift| customer service executive| comp
sales/business development manager,revenue generation| property sales| city head| real estate| key account management| corporate sales| sales| sales management| real estate sales| relationship management| new client acquisition
software developer,sterling integrator
software developer,.net| dot net| asp.net| application support| production support| support engineer
sales executive/officer,bd| penetration| management| level| activities| talent| client| business development manager| new business development| sales
mechanical engineer,field service| maintenance| service engineering| installation| technical support| customer complaints| service engineer| service technician| after sales service| hvac engineer| amc
data analyst,data analysis
technical/process trainer,process training| feedback| effective communication| process trainer| product & training| training
associate/senior associate -,help desk| customer service| customer relationship| access controls| asset management| vendor management
lobby/duty manager,supervisor| hospitality| front office| guest satisfaction| guest service| hotel management| corporate| food safety| management| forecasting
accounts manager,accounting| accounts finalisation| gst| tds| vat| service tax| indirect tax| direct tax
other,teaching| educator| counselor| mentor| trainer| advisor
sales executive/officer,sms| office coordinator| senior management| travel agent| executive search| focus| basic| query| operation executive| corporate
sales/business development manager,customer relationship| sales engineer| industrial sales| sales| ht panels| marketing management| plc panel| sales management| epc contractors| lt panels| marketing
client servicing/key account manager,marketing executive| distributors| customer profiling| sales strategy| market research| business development| sales executive
associate/senior associate -,hotel| hotel booking| reservation| reservation executive| reservation agent
associate/senior associate -,service| technical support| issue| inbound calls| bonus| software
research scientist,data analysis| project management| sql| mining| factor analysis| google analytics| web analytics| omniture| project delivery| python
design engineer,mechanical|isodraw|technical|illustrator|illustration
software developer,web developer| solr| mysql| react.js| laravel| codeigniter
sales/business development manager,corporate sales| digital marketing| competitor research| market research
project manager,project management| site engineering
display marketing manager,marketing management
quality assurance/quality control manager,green belt| project management| quality management| quality control| lean six sigma| dmaic| quality improvement| lean manufacturing| statistical process control
head/vp/gm/national manager,business head| digital marketing| marketing| operations| client servicing| business development| account management
team lead/technical lead,bash scripting| shell scripting| chef| devops| ansible| jenkins| docker| linux| aws| puppet
sales/business development manager,sales management| business development management| salesforce| sales| business development| b2b sales| e commerce
software developer,sql| informatica| automation| sas| microsoft| testing tools| matlab| data analysis| data mining| system integration
head/vp/gm/ mgr,digital media| digital sales| digital marketing| digital strategy
business analyst,use cases|user stories|warehouse management|supply chain planning|supply chain solutions|business process|life cycle|agile development|enterprise applications|agile methodology
team leader -,customer service| isp| after sales service
design engineer,design| copyright| offshore| technical recruitment| staffing| technical| instrumentation| engineering
sales/business development manager,corporate sales| sales management| b2b| key accounts| kam| sales
associate/senior associate -,erp| coding| analytical| debugging| software development life cycle| software| visual studio| microsoft| crm| sql
copywriter,content writer| copy writer| copywriting| creative writing
operations manager,financial services| business analysis| stock exchange| due diligence| client management| information technology| production support| operations| application development| it services
purchase executive,customer support| procurement| inventory planning| new business development| supply chain operations| supply chain| customer support
graphic/web designer,ux| agile process| ui development| ui| user interface
fresher,back office processing| excel sheet| customer handling| customer care| cse| data entry| computer operator| data entry operator
marketing manager,marketing executive| distributors| customer profiling| market research| business development| sales executive
industrial engineer,electrical maintenance| maintenance engineering| ht panels| lt| transformers| motors| circuit breakers| generators| electricals
software developer,ug| jsp| core java| jquery| my sql| html css| knowledge| excellent | oops concepts| php developer
financial analyst,client management| competitor analysis| investment banking| project management| strategy consulting| benchmarking| market analysis| market segmentation| business analysis| marketing
software developer,photoshop| web development| agile| illustrator| product management| social media| it management| adobe creative suite| wellness| web technologies
software developer,c#| vb.net| ado.net| web technologies| c#.net| asp.net| .net| json| ado| asp
software developer,objective c| cocoa touch| swift| c++| mysql| java| php| javascript| git| ios| innovation| problem solving
hr executive,erp| ms data management| mis| reports| hr policies| recruitment| talent acquisition| talent management| human resources| succession planning| stakeholders| hr head
recruitment executive,it recruitment| technical recruitment| technical hiring| hr recruitment| recruiter| technical recruiter| it recruiter
associate/senior associate -,bpo|communication skills|domestic bpo|outbound sales|us healthcare|voice process|international voice process|outbound calling
software developer,java| hibernate| tomcat| rest| software development| design patterns| cassandra| spring| soap| web services
system analyst,manual testing| software testing| manual tester| sql server| linux| black box testing
software developer,core java|ui development
software developer,linux kernel| networking| virtualization| analytics| silicon| software| business executive| programming| cloud| technical leadership
associate/senior associate -,advanced excel| macros| vba| mis reporting| data analysis| night shift| dashboards
technical support engineer,basic| change management| ticketing| usage| relationship| problem management| incident management| routing| troubleshooting| itil
teacher/ private tutor,professor activities| engineering| university| education| college| research| institutions| phd| teaching
software developer,java| jcl| cssd technician| cobol| html5| ui development| .net| ui design| mainframes
software developer,warehouse management| sap wm| supply chain| sap ewm| sap ecc| mm
accounts executive/accountant,mba finance| mba fresher| accounts receivable| accounting| accountancy| finance| tally| accounts executive| quick books| general accounting| cash management| account management| accounts assistant| key account| commerce| accounts| taxation| mba| mba finance fresher
senior design engineer,pfds| unit operations| process engineering| chemical engineering| stp| data sheets| uf| wtp| flow diagram| technical sales| environmental engineering| waste water treatment| process design| ro
sales executive/officer,media sales| ad sales| space selling| corporate sales
sales/business development manager,digital marketing| sales planning| seo| revenue generation| business development| social media| ppc| facebook| new business| direct sales
software developer,hadoop| oozie| spark| cloudera| hbase| scala| cassandra| java| big data| sql
associate/senior associate -,bpo| blended process| voice process| inbound| chat process| email process| non voice| interpersonal skills| call center| fresher| customer care| telecalling| tele caller| sales process| outbound| outbound sales
software developer,unix shell scripting| oracle data integrator| programming| manager technology| mentor| c| oracle| development| technical| unix| software| application| developer| ui| com| pl| support| scripting| it
software developer,application programming| oracle| ssis| pdf| oops| technical lead
associate/senior associate -,marketing| selling| customer service| home care| personal care
team lead/technical lead,logistic regression| sas| project management| business analytics| analytical| data processing| data mining| financial services| sql| data extraction
recruitment executive,engineering services| plm| cvs| erp| staffing| head hunting| project management| consulting| outsourcing| software services
sales/business development manager,business development management|sales|startup|corporate sales
area / territory manager,area sales management|appoint|business generation|roi|primary|secondary sales|distributor sales|channel sales
web designer,css| ux| ui| illustrator| dreamweaver| html| photoshop| web designing
software developer,solution design| payroll| erp| erp system| agile development| open vms| issue resolution| scrum| technical support| testing
sales/business development manager,real estate sales| sales management| buyer activities| property sales| insurance
marketing manager,help desk| customer service| customer relationship| access controls| asset management| vendor management
regulatory affairs manager,business process| administration| quality standards| publishing| customer satisfaction| pharma| regulatory compliance| gmp| document management| information management
software developer,computer science| jquery| algorithms| git| written communication| javascript| agile| data structures| bootstrap| css3
construction,project management| construction management| epc| scheduling| costing| site management| procurement| cost estimation| civil engineering| labour
software developer,data science| open source| business modeling| accounting| finance| python developer| new business development| strategy| spark| etl| sql
sales executive/officer,amazon| order processing
assistant professor,teaching| educator| counselor| mentor| trainer| advisor
